doc_id,arxiv_id,title,abstract,authors,published,updated,primary_category,domain,topic_id,topic,source_url,query
D0259,2305.13186v3,SCITAB: A Challenging Benchmark for Compositional Reasoning and Claim Verification on Scientific Tables,"Current scientific fact-checking benchmarks exhibit several shortcomings, such as biases arising from crowd-sourced claims and an over-reliance on text-based evidence. We present SCITAB, a challenging evaluation dataset consisting of 1.2K expert-verified scientific claims that 1) originate from authentic scientific publications and 2) require compositional reasoning for verification. The claims are paired with evidence-containing scientific tables annotated with labels. Through extensive evaluations, we demonstrate that SCITAB poses a significant challenge to state-of-the-art models, including table-based pretraining models and large language models. All models except GPT-4 achieved performance barely above random guessing. Popular prompting techniques, such as Chain-of-Thought, do not achieve much performance gains on SCITAB. Our analysis uncovers several unique challenges posed by SCITAB, including table grounding, claim ambiguity, and compositional reasoning. Our codes and data are publicly available at https://github.com/XinyuanLu00/SciTab.",Xinyuan Lu; Liangming Pan; Qian Liu; Preslav Nakov; Min-Yen Kan,2023-05-22T16:13:50Z,2023-10-23T07:19:30Z,cs.CL,Scientific_QA,T026,Scientific claim verification using language models,http://arxiv.org/abs/2305.13186v3,all:scientific AND all:claim AND all:verification AND all:language
D0260,2604.17667v1,Peerispect: Claim Verification in Scientific Peer Reviews,"Peer review is central to scientific publishing, yet reviewers frequently include claims that are subjective, rhetorical, or misaligned with the submitted work. Assessing whether review statements are factual and verifiable is crucial for fairness and accountability. At the scale of modern conferences and journals, manually inspecting the grounding of such claims is infeasible. We present Peerispect, an interactive system that operationalizes claim-level verification in peer reviews by extracting check-worthy claims from peer reviews, retrieving relevant evidence from the manuscript, and verifying the claims through natural language inference. Results are presented through a visual interface that highlights evidence directly in the paper, enabling rapid inspection and interpretation. Peerispect is designed as a modular Information Retrieval (IR) pipeline, supporting alternative retrievers, rerankers, and verifiers, and is intended for use by reviewers, authors, and program committees. We demonstrate Peerispect through a live, publicly available demo (https://app.reviewer.ly/app/peerispect) and API services (https://github.com/Reviewerly-Inc/Peerispect), accompanied by a video tutorial (https://www.youtube.com/watch?v=pc9RkvkUh14).",Ali Ghorbanpour; Soroush Sadeghian; Alireza Daghighfarsoodeh; Sajad Ebrahimi; Negar Arabzadeh; Seyed Mohammad Hosseini; Ebrahim Bagheri,2026-04-19T23:40:26Z,2026-04-19T23:40:26Z,cs.CL,Scientific_QA,T026,Scientific claim verification using language models,http://arxiv.org/abs/2604.17667v1,all:scientific AND all:claim AND all:verification AND all:language
D0261,2507.02975v1,Introducing Answered with Evidence -- a framework for evaluating whether LLM responses to biomedical questions are founded in evidence,"The growing use of large language models (LLMs) for biomedical question answering raises concerns about the accuracy and evidentiary support of their responses. To address this, we present Answered with Evidence, a framework for evaluating whether LLM-generated answers are grounded in scientific literature. We analyzed thousands of physician-submitted questions using a comparative pipeline that included: (1) Alexandria, fka the Atropos Evidence Library, a retrieval-augmented generation (RAG) system based on novel observational studies, and (2) two PubMed-based retrieval-augmented systems (System and Perplexity). We found that PubMed-based systems provided evidence-supported answers for approximately 44% of questions, while the novel evidence source did so for about 50%. Combined, these sources enabled reliable answers to over 70% of biomedical queries. As LLMs become increasingly capable of summarizing scientific content, maximizing their value will require systems that can accurately retrieve both published and custom-generated evidence or generate such evidence in real time.",Julian D Baldwin; Christina Dinh; Arjun Mukerji; Neil Sanghavi; Saurabh Gombar,2025-06-30T18:00:52Z,2025-06-30T18:00:52Z,cs.LG,Scientific_QA,T027,Evidence retrieval for literature-based question answering,http://arxiv.org/abs/2507.02975v1,all:evidence AND all:retrieval AND all:literature AND all:question AND all:answering
D0262,2510.14400v2,MedTrust-RAG: Evidence Verification and Trust Alignment for Biomedical Question Answering,"Biomedical question answering (QA) requires accurate interpretation of complex medical knowledge. Large language models (LLMs) have shown promising capabilities in this domain, with retrieval-augmented generation (RAG) systems enhancing performance by incorporating external medical literature. However, RAG-based approaches in biomedical QA suffer from hallucinations due to post-retrieval noise and insufficient verification of retrieved evidence, undermining response reliability. We propose MedTrust-Guided Iterative RAG, a framework designed to enhance factual consistency and mitigate hallucinations in medical QA. Our method introduces three key innovations. First, it enforces citation-aware reasoning by requiring all generated content to be explicitly grounded in retrieved medical documents, with structured Negative Knowledge Assertions used when evidence is insufficient. Second, it employs an iterative retrieval-verification process, where a verification agent assesses evidence adequacy and refines queries through Medical Gap Analysis until reliable information is obtained. Third, it integrates the MedTrust-Align Module (MTAM) that combines verified positive examples with hallucination-aware negative samples, leveraging Direct Preference Optimization to reinforce citation-grounded reasoning while penalizing hallucination-prone response patterns.",Yingpeng Ning; Yuanyuan Sun; Ling Luo; Yanhua Wang; Yuchen Pan; Hongfei Lin,2025-10-16T07:59:11Z,2025-10-18T11:57:45Z,cs.CL,Scientific_QA,T027,Evidence retrieval for literature-based question answering,http://arxiv.org/abs/2510.14400v2,all:evidence AND all:retrieval AND all:literature AND all:question AND all:answering
D0263,2404.09077v3,CuriousLLM: Elevating Multi-Document Question Answering with LLM-Enhanced Knowledge Graph Reasoning,"Large Language Models (LLMs) have achieved significant success in open-domain question answering. However, they continue to face challenges such as hallucinations and knowledge cutoffs. These issues can be mitigated through in-context learning by providing LLMs with relevant context before generating answers. Recent literature proposes Knowledge Graph Prompting (KGP) which integrates knowledge graphs with an LLM-based traversal agent to substantially enhance document retrieval quality. However, KGP requires costly fine-tuning with large datasets and remains prone to hallucination. In this paper, we propose CuriousLLM, an enhancement that integrates a curiosity-driven reasoning mechanism into an LLM agent. This mechanism enables the agent to generate relevant follow-up questions, thereby guiding the information retrieval process more efficiently. Central to our approach is the development of the new Follow-upQA dataset, which includes questions and supporting evidence as input, with follow-up questions serving as ground truths. These follow-up questions either inquire about what is still missing to fully answer the user's query or use special tokens to signify that the retrieved evidence is sufficient. Our experiments show that CuriousLLM significantly boosts LLM performance in multi-document question answering (MD-QA), circumventing the substantial computational costs and latency from the original KGP framework.",Zukang Yang; Zixuan Zhu; Xuan Zhu,2024-04-13T20:43:46Z,2025-02-18T06:52:49Z,cs.CL,Scientific_QA,T027,Evidence retrieval for literature-based question answering,http://arxiv.org/abs/2404.09077v3,all:evidence AND all:retrieval AND all:literature AND all:question AND all:answering
D0264,2603.22633v1,Graph-Aware Late Chunking for Retrieval-Augmented Generation in Biomedical Literature,"Retrieval-Augmented Generation (RAG) systems for biomedical literature are typically evaluated using ranking metrics like Mean Reciprocal Rank (MRR), which measure how well the system identifies the single most relevant chunk. We argue that for full-text scientific documents, this paradigm is incomplete: it rewards retrieval precision while ignoring retrieval breadth -- the ability to surface evidence from across a document's structural sections. We propose GraLC-RAG, a framework that unifies late chunking with graph-aware structural intelligence, introducing structure-aware chunk boundary detection, UMLS knowledge graph infusion, and graph-guided hybrid retrieval. We evaluate six strategies on 2,359 IMRaD-filtered PubMed Central articles using 2,033 cross-section questions and two metric families: standard ranking metrics (MRR, Recall@k) and structural coverage metrics (SecCov@k, CS Recall). Our results expose a sharp divergence: content-similarity methods achieve the highest MRR (0.517) but always retrieve from a single section, while structure-aware methods retrieve from up to 15.6x more sections. Generation experiments show that KG-infused retrieval narrows the answer-quality gap to delta-F1 = 0.009 while maintaining 4.6x section diversity. These findings demonstrate that standard metrics systematically undervalue structural retrieval and that closing the multi-section synthesis gap is a key open problem for biomedical RAG.",Pouria Mortezaagha; Arya Rahgozar,2026-03-23T23:22:58Z,2026-03-23T23:22:58Z,cs.AI,Scientific_QA,T027,Evidence retrieval for literature-based question answering,http://arxiv.org/abs/2603.22633v1,all:evidence AND all:retrieval AND all:literature AND all:question AND all:answering
D0265,2509.05505v1,Biomedical Literature Q&A System Using Retrieval-Augmented Generation (RAG),"This work presents a Biomedical Literature Question Answering (Q&A) system based on a Retrieval-Augmented Generation (RAG) architecture, designed to improve access to accurate, evidence-based medical information. Addressing the shortcomings of conventional health search engines and the lag in public access to biomedical research, the system integrates diverse sources, including PubMed articles, curated Q&A datasets, and medical encyclopedias ,to retrieve relevant information and generate concise, context-aware responses. The retrieval pipeline uses MiniLM-based semantic embeddings and FAISS vector search, while answer generation is performed by a fine-tuned Mistral-7B-v0.3 language model optimized using QLoRA for efficient, low-resource training. The system supports both general medical queries and domain-specific tasks, with a focused evaluation on breast cancer literature demonstrating the value of domain-aligned retrieval. Empirical results, measured using BERTScore (F1), show substantial improvements in factual consistency and semantic relevance compared to baseline models. The findings underscore the potential of RAG-enhanced language models to bridge the gap between complex biomedical literature and accessible public health knowledge, paving the way for future work on multilingual adaptation, privacy-preserving inference, and personalized medical AI systems.",Mansi Garg; Lee-Chi Wang; Bhavesh Ghanchi; Sanjana Dumpala; Shreyash Kakde; Yen Chih Chen,2025-09-05T21:29:52Z,2025-09-05T21:29:52Z,cs.CL,Scientific_QA,T027,Evidence retrieval for literature-based question answering,http://arxiv.org/abs/2509.05505v1,all:evidence AND all:retrieval AND all:literature AND all:question AND all:answering
D0266,2407.00541v1,Answering real-world clinical questions using large language model based systems,"Evidence to guide healthcare decisions is often limited by a lack of relevant and trustworthy literature as well as difficulty in contextualizing existing research for a specific patient. Large language models (LLMs) could potentially address both challenges by either summarizing published literature or generating new studies based on real-world data (RWD). We evaluated the ability of five LLM-based systems in answering 50 clinical questions and had nine independent physicians review the responses for relevance, reliability, and actionability. As it stands, general-purpose LLMs (ChatGPT-4, Claude 3 Opus, Gemini Pro 1.5) rarely produced answers that were deemed relevant and evidence-based (2% - 10%). In contrast, retrieval augmented generation (RAG)-based and agentic LLM systems produced relevant and evidence-based answers for 24% (OpenEvidence) to 58% (ChatRWD) of questions. Only the agentic ChatRWD was able to answer novel questions compared to other LLMs (65% vs. 0-9%). These results suggest that while general-purpose LLMs should not be used as-is, a purpose-built system for evidence summarization based on RAG and one for generating novel evidence working synergistically would improve availability of pertinent evidence for patient care.",Yen Sia Low; Michael L. Jackson; Rebecca J. Hyde; Robert E. Brown; Neil M. Sanghavi; Julian D. Baldwin; C. William Pike; Jananee Muralidharan; Gavin Hui; Natasha Alexander; Hadeel Hassan; Rahul V. Nene; Morgan Pike; Courtney J. Pokrzywa; Shivam Vedak; Adam Paul Yan; Dong-han Yao; Amy R. Zipursky; Christina Dinh; Philip Ballentine; Dan C. Derieg; Vladimir Polony; Rehan N. Chawdry; Jordan Davies; Brigham B. Hyde; Nigam H. Shah; Saurabh Gombar,2024-06-29T22:39:20Z,2024-06-29T22:39:20Z,cs.CL,Scientific_QA,T027,Evidence retrieval for literature-based question answering,http://arxiv.org/abs/2407.00541v1,all:evidence AND all:retrieval AND all:literature AND all:question AND all:answering
D0267,2507.05577v1,Beyond Retrieval: Ensembling Cross-Encoders and GPT Rerankers with LLMs for Biomedical QA,"Biomedical semantic question answering rooted in information retrieval can play a crucial role in keeping up to date with vast, rapidly evolving and ever-growing biomedical literature. A robust system can help researchers, healthcare professionals and even layman users access relevant knowledge grounded in evidence. The BioASQ 2025 Task13b Challenge serves as an important benchmark, offering a competitive platform for advancement of this space. This paper presents the methodologies and results from our participation in this challenge where we built a Retrieval-Augmented Generation (RAG) system that can answer biomedical questions by retrieving relevant PubMed documents and snippets to generate answers. For the retrieval task, we generated dense embeddings from biomedical articles for initial retrieval, and applied an ensemble of finetuned cross-encoders and large language models (LLMs) for re-ranking to identify top relevant documents. Our solution achieved an MAP@10 of 0.1581, placing 10th on the leaderboard for the retrieval task. For answer generation, we employed few-shot prompting of instruction-tuned LLMs. Our system achieved macro-F1 score of 0.95 for yes/no questions (rank 12), Mean Reciprocal Rank (MRR) of 0.64 for factoid questions (rank 1), mean-F1 score of 0.63 for list questions (rank 5), and ROUGE-SU4 F1 score of 0.29 for ideal answers (rank 11).",Shashank Verma; Fengyi Jiang; Xiangning Xue,2025-07-08T01:25:06Z,2025-07-08T01:25:06Z,cs.IR,Scientific_QA,T027,Evidence retrieval for literature-based question answering,http://arxiv.org/abs/2507.05577v1,all:evidence AND all:retrieval AND all:literature AND all:question AND all:answering
D0268,2602.16650v1,Retrieval Augmented Generation of Literature-derived Polymer Knowledge: The Example of a Biodegradable Polymer Expert System,"Polymer literature contains a large and growing body of experimental knowledge, yet much of it is buried in unstructured text and inconsistent terminology, making systematic retrieval and reasoning difficult. Existing tools typically extract narrow, study-specific facts in isolation, failing to preserve the cross-study context required to answer broader scientific questions. Retrieval-augmented generation (RAG) offers a promising way to overcome this limitation by combining large language models (LLMs) with external retrieval, but its effectiveness depends strongly on how domain knowledge is represented. In this work, we develop two retrieval pipelines: a dense semantic vector-based approach (VectorRAG) and a graph-based approach (GraphRAG). Using over 1,000 polyhydroxyalkanoate (PHA) papers, we construct context-preserving paragraph embeddings and a canonicalized structured knowledge graph supporting entity disambiguation and multi-hop reasoning. We evaluate these pipelines through standard retrieval metrics, comparisons with general state-of-the-art systems such as GPT and Gemini, and qualitative validation by a domain chemist. The results show that GraphRAG achieves higher precision and interpretability, while VectorRAG provides broader recall, highlighting complementary trade-offs. Expert validation further confirms that the tailored pipelines, particularly GraphRAG, produce well-grounded, citation-reliable responses with strong domain relevance. By grounding every statement in evidence, these systems enable researchers to navigate the literature, compare findings across studies, and uncover patterns that are difficult to extract manually. More broadly, this work establishes a practical framework for building materials science assistants using curated corpora and retrieval design, reducing reliance on proprietary models while enabling trustworthy literature analysis at scale.",Sonakshi Gupta; Akhlak Mahmood; Wei Xiong; Rampi Ramprasad,2026-02-18T17:46:09Z,2026-02-18T17:46:09Z,cs.CE,Scientific_QA,T027,Evidence retrieval for literature-based question answering,http://arxiv.org/abs/2602.16650v1,all:evidence AND all:retrieval AND all:literature AND all:question AND all:answering
D0269,2601.09036v1,SpectraQuery: A Hybrid Retrieval-Augmented Conversational Assistant for Battery Science,"Scientific reasoning increasingly requires linking structured experimental data with the unstructured literature that explains it, yet most large language model (LLM) assistants cannot reason jointly across these modalities. We introduce SpectraQuery, a hybrid natural-language query framework that integrates a relational Raman spectroscopy database with a vector-indexed scientific literature corpus using a Structured and Unstructured Query Language (SUQL)-inspired design. By combining semantic parsing with retrieval-augmented generation, SpectraQuery translates open-ended questions into coordinated SQL and literature retrieval operations, producing cited answers that unify numerical evidence with mechanistic explanation. Across SQL correctness, answer groundedness, retrieval effectiveness, and expert evaluation, SpectraQuery demonstrates strong performance: approximately 80 percent of generated SQL queries are fully correct, synthesized answers reach 93-97 percent groundedness with 10-15 retrieved passages, and battery scientists rate responses highly across accuracy, relevance, grounding, and clarity (4.1-4.6/5). These results show that hybrid retrieval architectures can meaningfully support scientific workflows by bridging data and discourse for high-volume experimental datasets.",Sreya Vangara; Jagjit Nanda; Yan-Kai Tzeng; Eric Darve,2026-01-14T00:01:46Z,2026-01-14T00:01:46Z,cs.CL,Scientific_QA,T027,Evidence retrieval for literature-based question answering,http://arxiv.org/abs/2601.09036v1,all:evidence AND all:retrieval AND all:literature AND all:question AND all:answering
D0270,2402.04068v4,Retrieve to Explain: Evidence-driven Predictions for Explainable Drug Target Identification,"Language models hold incredible promise for enabling scientific discovery by synthesizing massive research corpora. Many complex scientific research questions have multiple plausible answers, each supported by evidence of varying strength. However, existing language models lack the capability to quantitatively and faithfully compare answer plausibility in terms of supporting evidence. To address this, we introduce Retrieve to Explain (R2E), a retrieval-based model that scores and ranks all possible answers to a research question based on evidence retrieved from a document corpus. The architecture represents each answer only in terms of its supporting evidence, with the answer itself masked. This allows us to extend feature attribution methods such as Shapley values, to transparently attribute answer scores to supporting evidence at inference time. The architecture also allows incorporation of new evidence without retraining, including non-textual data modalities templated into natural language. We developed R2E for the challenging scientific discovery task of drug target identification, a human-in-the-loop process where failures are extremely costly and explainability paramount. When predicting whether drug targets will subsequently be confirmed as efficacious in clinical trials, R2E not only matches non-explainable literature-based models but also surpasses a genetics-based target identification approach used throughout the pharmaceutical industry.",Ravi Patel; Angus Brayne; Rogier Hintzen; Daniel Jaroslawicz; Georgiana Neculae; Dane Corneil,2024-02-06T15:13:17Z,2025-05-26T20:01:28Z,cs.LG,Scientific_QA,T027,Evidence retrieval for literature-based question answering,http://arxiv.org/abs/2402.04068v4,all:evidence AND all:retrieval AND all:literature AND all:question AND all:answering
D0271,2105.11776v1,Dynamic Semantic Graph Construction and Reasoning for Explainable Multi-hop Science Question Answering,"Knowledge retrieval and reasoning are two key stages in multi-hop question answering (QA) at web scale. Existing approaches suffer from low confidence when retrieving evidence facts to fill the knowledge gap and lack transparent reasoning process. In this paper, we propose a new framework to exploit more valid facts while obtaining explainability for multi-hop QA by dynamically constructing a semantic graph and reasoning over it. We employ Abstract Meaning Representation (AMR) as semantic graph representation. Our framework contains three new ideas: (a) {\tt AMR-SG}, an AMR-based Semantic Graph, constructed by candidate fact AMRs to uncover any hop relations among question, answer and multiple facts. (b) A novel path-based fact analytics approach exploiting {\tt AMR-SG} to extract active facts from a large fact pool to answer questions. (c) A fact-level relation modeling leveraging graph convolution network (GCN) to guide the reasoning process. Results on two scientific multi-hop QA datasets show that we can surpass recent approaches including those using additional knowledge graphs while maintaining high explainability on OpenBookQA and achieve a new state-of-the-art result on ARC-Challenge in a computationally practicable setting.",Weiwen Xu; Huihui Zhang; Deng Cai; Wai Lam,2021-05-25T09:14:55Z,2021-05-25T09:14:55Z,cs.CL,Scientific_QA,T028,Multi-hop reasoning over scientific abstracts,http://arxiv.org/abs/2105.11776v1,all:multi AND all:hop AND all:reasoning AND all:scientific AND all:abstracts
D0272,2603.14257v1,Automatic Inter-document Multi-hop Scientific QA Generation,"Existing automatic scientific question generation studies mainly focus on single-document factoid QA, overlooking the inter-document reasoning crucial for scientific understanding. We present AIM-SciQA, an automated framework for generating multi-document, multi-hop scientific QA datasets. AIM-SciQA extracts single-hop QAs using large language models (LLMs) with machine reading comprehension and constructs cross-document relations based on embedding-based semantic alignment while selectively leveraging citation information. Applied to 8,211 PubMed Central papers, it produced 411,409 single-hop and 13,672 multi-hop QAs, forming the IM-SciQA dataset. Human and automatic validation confirmed high factual consistency, and experimental results demonstrate that IM-SciQA effectively differentiates reasoning capabilities across retrieval and QA stages, providing a realistic and interpretable benchmark for retrieval-augmented scientific reasoning. We further extend this framework to construct CIM-SciQA, a citation-guided variant achieving comparable performance to the Oracle setting, reinforcing the dataset's validity and generality.",Seungmin Lee; Dongha Kim; Yuni Jeon; Junyoung Koh; Min Song,2026-03-15T07:27:06Z,2026-03-15T07:27:06Z,cs.CL,Scientific_QA,T028,Multi-hop reasoning over scientific abstracts,http://arxiv.org/abs/2603.14257v1,abs:multi AND abs:hop AND abs:reasoning AND abs:scientific
D0273,2601.09727v1,SciNets: Graph-Constrained Multi-Hop Reasoning for Scientific Literature Synthesis,"Cross-domain scientific synthesis requires connecting mechanistic explanations across fragmented literature, a capability that remains challenging for both retrieval-based systems and unconstrained language models. While recent work has applied large language models to scientific summarization and question answering, these approaches provide limited control over reasoning depth and structural grounding. We frame mechanistic synthesis as a graph-constrained multi-hop reasoning problem over literature-derived concept graphs. Given a scientific query and a compact, query-local corpus, SciNets constructs a directed concept graph and synthesizes mechanistic explanations by identifying multi-hop reasoning paths that connect concepts that rarely co-occur within individual papers. We systematically compare shortest-path reasoning, k-shortest paths with diversity constraints, stochastic random walks, and a retrieval-augmented language model baseline. Rather than evaluating correctness, which is often indeterminate when synthesizing connections across distributed sources, we introduce a behavioral framework that measures symbolic reasoning depth, mechanistic diversity, and grounding stability. Across machine learning, biology, and climate science tasks, explicit graph constraints enable controllable multi-hop reasoning while revealing a consistent trade-off: deeper and more diverse symbolic reasoning increases grounding instability, whereas shortest-path reasoning remains highly stable but structurally conservative. These findings provide a systematic behavioral characterization of the limits and capabilities of current graph-LLM integration for scientific synthesis.",Sauhard Dubey,2025-12-28T12:27:42Z,2025-12-28T12:27:42Z,cs.CL,Scientific_QA,T028,Multi-hop reasoning over scientific abstracts,http://arxiv.org/abs/2601.09727v1,abs:multi AND abs:hop AND abs:reasoning AND abs:scientific
D0274,2409.05197v3,Seemingly Plausible Distractors in Multi-Hop Reasoning: Are Large Language Models Attentive Readers?,"State-of-the-art Large Language Models (LLMs) are accredited with an increasing number of different capabilities, ranging from reading comprehension, over advanced mathematical and reasoning skills to possessing scientific knowledge. In this paper we focus on their multi-hop reasoning capability: the ability to identify and integrate information from multiple textual sources. Given the concerns with the presence of simplifying cues in existing multi-hop reasoning benchmarks, which allow models to circumvent the reasoning requirement, we set out to investigate, whether LLMs are prone to exploiting such simplifying cues. We find evidence that they indeed circumvent the requirement to perform multi-hop reasoning, but they do so in more subtle ways than what was reported about their fine-tuned pre-trained language model (PLM) predecessors. Motivated by this finding, we propose a challenging multi-hop reasoning benchmark, by generating seemingly plausible multi-hop reasoning chains, which ultimately lead to incorrect answers. We evaluate multiple open and proprietary state-of-the-art LLMs, and find that their performance to perform multi-hop reasoning is affected, as indicated by up to 45% relative decrease in F1 score when presented with such seemingly plausible alternatives. We conduct a deeper analysis and find evidence that while LLMs tend to ignore misleading lexical cues, misleading reasoning paths indeed present a significant challenge.",Neeladri Bhuiya; Viktor Schlegel; Stefan Winkler,2024-09-08T19:22:58Z,2024-10-31T02:19:12Z,cs.CL,Scientific_QA,T028,Multi-hop reasoning over scientific abstracts,http://arxiv.org/abs/2409.05197v3,abs:multi AND abs:hop AND abs:reasoning AND abs:scientific
D0275,2603.07931v1,BRIDGE: Benchmark for multi-hop Reasoning In long multimodal Documents with Grounded Evidence,"Multi-hop question answering (QA) is widely used to evaluate the reasoning capabilities of large language models, yet most benchmarks focus on final answer correctness and overlook intermediate reasoning, especially in long multimodal documents. We introduce BRIDGE, a benchmark for multi-hop reasoning over long scientific papers that require integrating evidence across text, tables, and figures. The dataset supports both chain-like and fan-out structures and provides explicit multi-hop reasoning annotations for step-level evaluation beyond answer accuracy. Experiments with state-of-the-art LLMs and multimodal retrieval-augmented generation (RAG) systems reveal systematic deficiencies in evidence aggregation and grounding that remain hidden under conventional answer-only evaluation. BRIDGE provides a targeted testbed for diagnosing reasoning failures in long multimodal documents.",Biao Xiang; Soyeon Caren Han; Yihao Ding,2026-03-09T03:54:08Z,2026-03-09T03:54:08Z,cs.CL,Scientific_QA,T028,Multi-hop reasoning over scientific abstracts,http://arxiv.org/abs/2603.07931v1,abs:multi AND abs:hop AND abs:reasoning AND abs:scientific
D0276,2601.15160v3,Knowledge Graphs are Implicit Reward Models: Path-Derived Signals Enable Compositional Reasoning,"Large language models have achieved near-expert performance in structured reasoning domains like mathematics and programming, yet their ability to perform compositional multi-hop reasoning in specialized scientific fields remains limited. We propose a bottom-up learning paradigm in which models are grounded in axiomatic domain facts and compose them to solve complex, unseen tasks. To this end, we present a post-training pipeline, based on a combination of supervised fine-tuning and reinforcement learning (RL), in which knowledge graphs act as implicit reward models. By deriving novel reward signals from knowledge graph paths, we provide verifiable, scalable, and grounded supervision that encourages models to compose intermediate axioms rather than optimize only final answers during RL. We validate this approach in the medical domain, training a 14B model on short-hop reasoning paths (1-3 hops) and evaluating its zero-shot generalization to complex multi-hop queries (4-5 hops). Our experiments show that path-derived rewards act as a ""compositional bridge"", enabling our model to significantly outperform much larger models and frontier systems like GPT-5.2 and Gemini 3 Pro, on the most difficult reasoning tasks. Furthermore, we demonstrate the robustness of our approach to adversarial perturbations against option-shuffling stress tests. This work suggests that grounding the reasoning process in structured knowledge is a scalable and efficient path toward intelligent reasoning. Our code is publicly available at: https://github.com/jha-lab/kg-implicit-reward-compositional-rl/.",Yuval Kansal; Niraj K. Jha,2026-01-21T16:38:59Z,2026-03-06T13:43:34Z,cs.AI,Scientific_QA,T028,Multi-hop reasoning over scientific abstracts,http://arxiv.org/abs/2601.15160v3,abs:multi AND abs:hop AND abs:reasoning AND abs:scientific
D0277,2508.15851v1,DocHop-QA: Towards Multi-Hop Reasoning over Multimodal Document Collections,"Despite recent advances in large language models (LLMs), most QA benchmarks are still confined to single-paragraph or single-document settings, failing to capture the complexity of real-world information-seeking tasks. Practical QA often requires multi-hop reasoning over information distributed across multiple documents, modalities, and structural formats. Although prior datasets made progress in this area, they rely heavily on Wikipedia-based content and unimodal plain text, with shallow reasoning paths that typically produce brief phrase-level or single-sentence answers, thus limiting their realism and generalizability. We propose DocHop-QA, a large-scale benchmark comprising 11,379 QA instances for multimodal, multi-document, multi-hop question answering. Constructed from publicly available scientific documents sourced from PubMed, DocHop-QA is domain-agnostic and incorporates diverse information formats, including textual passages, tables, and structural layout cues. Unlike existing datasets, DocHop-QA does not rely on explicitly hyperlinked documents; instead, it supports open-ended reasoning through semantic similarity and layout-aware evidence synthesis. To scale realistic QA construction, we designed an LLM-driven pipeline grounded in 11 high-frequency scientific question concepts. We evaluated DocHop-QA through four tasks spanning structured index prediction, generative answering, and multimodal integration, reflecting both discriminative and generative paradigms. These tasks demonstrate DocHop-QA's capacity to support complex, multimodal reasoning across multiple documents.",Jiwon Park; Seohyun Pyeon; Jinwoo Kim; Rina Carines Cabal; Yihao Ding; Soyeon Caren Han,2025-08-20T08:17:45Z,2025-08-20T08:17:45Z,cs.CL,Scientific_QA,T028,Multi-hop reasoning over scientific abstracts,http://arxiv.org/abs/2508.15851v1,abs:multi AND abs:hop AND abs:reasoning AND abs:scientific
D0278,2107.11879v2,Hybrid Autoregressive Inference for Scalable Multi-hop Explanation Regeneration,"Regenerating natural language explanations in the scientific domain has been proposed as a benchmark to evaluate complex multi-hop and explainable inference. In this context, large language models can achieve state-of-the-art performance when employed as cross-encoder architectures and fine-tuned on human-annotated explanations. However, while much attention has been devoted to the quality of the explanations, the problem of performing inference efficiently is largely under-studied. Cross-encoders, in fact, are intrinsically not scalable, possessing limited applicability to real-world scenarios that require inference on massive facts banks. To enable complex multi-hop reasoning at scale, this paper focuses on bi-encoder architectures, investigating the problem of scientific explanation regeneration at the intersection of dense and sparse models. Specifically, we present SCAR (for Scalable Autoregressive Inference), a hybrid framework that iteratively combines a Transformer-based bi-encoder with a sparse model of explanatory power, designed to leverage explicit inference patterns in the explanations. Our experiments demonstrate that the hybrid framework significantly outperforms previous sparse models, achieving performance comparable with that of state-of-the-art cross-encoders while being approx 50 times faster and scalable to corpora of millions of facts. Further analyses on semantic drift and multi-hop question answering reveal that the proposed hybridisation boosts the quality of the most challenging explanations, contributing to improved performance on downstream inference tasks.",Marco Valentino; Mokanarangan Thayaparan; Deborah Ferreira; André Freitas,2021-07-25T19:29:53Z,2021-12-06T17:03:57Z,cs.CL,Scientific_QA,T028,Multi-hop reasoning over scientific abstracts,http://arxiv.org/abs/2107.11879v2,abs:multi AND abs:hop AND abs:reasoning AND abs:scientific
D0279,2009.14539v4,Case-Based Abductive Natural Language Inference,"Most of the contemporary approaches for multi-hop Natural Language Inference (NLI) construct explanations considering each test case in isolation. However, this paradigm is known to suffer from semantic drift, a phenomenon that causes the construction of spurious explanations leading to wrong conclusions. In contrast, this paper proposes an abductive framework for multi-hop NLI exploring the retrieve-reuse-refine paradigm in Case-Based Reasoning (CBR). Specifically, we present Case-Based Abductive Natural Language Inference (CB-ANLI), a model that addresses unseen inference problems by analogical transfer of prior explanations from similar examples. We empirically evaluate the abductive framework on commonsense and scientific question answering tasks, demonstrating that CB-ANLI can be effectively integrated with sparse and dense pre-trained encoders to improve multi-hop inference, or adopted as an evidence retriever for Transformers. Moreover, an empirical analysis of semantic drift reveals that the CBR paradigm boosts the quality of the most challenging explanations, a feature that has a direct impact on robustness and accuracy in downstream inference tasks.",Marco Valentino; Mokanarangan Thayaparan; André Freitas,2020-09-30T09:50:39Z,2022-09-10T09:07:57Z,cs.AI,Scientific_QA,T028,Multi-hop reasoning over scientific abstracts,http://arxiv.org/abs/2009.14539v4,abs:multi AND abs:hop AND abs:reasoning AND abs:scientific
